filename,date,corrected_flux,chlorophyll_mean
AQUA_MODIS.20230115.L3m.DAY.CHL.chlor_a.4km.nc,2023-01-15,6188,0.5146734460274979
AQUA_MODIS.20230116.L3m.DAY.CHL.chlor_a.4km.nc,2023-01-16,6190,0.25405498430113344
AQUA_MODIS.20230117.L3m.DAY.CHL.chlor_a.4km.nc,2023-01-17,6173,0.09229411284128824
AQUA_MODIS.20230118.L3m.DAY.CHL.chlor_a.4km.nc,2023-01-18,6084,0.2916355515778913
AQUA_MODIS.20230119.L3m.DAY.CHL.chlor_a.4km.nc,2023-01-19,6097,0.4103389743393176
AQUA_MODIS.20230120.L3m.DAY.CHL.chlor_a.4km.nc,2023-01-20,6057,0.6276051794881767
AQUA_MODIS.20230121.L3m.DAY.CHL.chlor_a.4km.nc,2023-01-21,6021,0.488835108356219
AQUA_MODIS.20230122.L3m.DAY.CHL.chlor_a.4km.nc,2023-01-22,6058,0.8978411716833036
AQUA_MODIS.20230123.L3m.DAY.CHL.chlor_a.4km.nc,2023-01-23,6136,0.15949907497418225
AQUA_MODIS.20230124.L3m.DAY.CHL.chlor_a.4km.nc,2023-01-24,6140,0.11054001601291147
AQUA_MODIS.20230125.L3m.DAY.CHL.chlor_a.4km.nc,2023-01-25,6154,0.3541624886984457
AQUA_MODIS.20230126.L3m.DAY.CHL.chlor_a.4km.nc,2023-01-26,6157,0.21432045669341696
AQUA_MODIS.20230127.L3m.DAY.CHL.chlor_a.4km.nc,2023-01-27,6140,0.6367911267464047
AQUA_MODIS.20230128.L3m.DAY.CHL.chlor_a.4km.nc,2023-01-28,6181,0.09191455152912802
AQUA_MODIS.20230129.L3m.DAY.CHL.chlor_a.4km.nc,2023-01-29,6233,0.24415892896271574
AQUA_MODIS.20230130.L3m.DAY.CHL.chlor_a.4km.nc,2023-01-30,6261,0.28252700564140454
AQUA_MODIS.20230131.L3m.DAY.CHL.chlor_a.4km.nc,2023-01-31,6255,0.3561885724748884
AQUA_MODIS.20230201.L3m.DAY.CHL.chlor_a.4km.nc,2023-02-01,6300,0.20599242294023087
AQUA_MODIS.20230202.L3m.DAY.CHL.chlor_a.4km.nc,2023-02-02,6270,0.1103052298227946
AQUA_MODIS.20230203.L3m.DAY.CHL.chlor_a.4km.nc,2023-02-03,6221,0.2612743744120123
AQUA_MODIS.20230204.L3m.DAY.CHL.chlor_a.4km.nc,2023-02-04,6227,0.36312577124578066
AQUA_MODIS.20230205.L3m.DAY.CHL.chlor_a.4km.nc,2023-02-05,6202,0.8414299299830262
AQUA_MODIS.20230206.L3m.DAY.CHL.chlor_a.4km.nc,2023-02-06,6180,0.32580192537765224
AQUA_MODIS.20230207.L3m.DAY.CHL.chlor_a.4km.nc,2023-02-07,6151,0.8238136815253334
AQUA_MODIS.20230208.L3m.DAY.CHL.chlor_a.4km.nc,2023-02-08,6119,0.38699420047391475
AQUA_MODIS.20230209.L3m.DAY.CHL.chlor_a.4km.nc,2023-02-09,6100,0.26452283801741533
AQUA_MODIS.20230210.L3m.DAY.CHL.chlor_a.4km.nc,2023-02-10,6117,0.8578142936862245
AQUA_MODIS.20230211.L3m.DAY.CHL.chlor_a.4km.nc,2023-02-11,6133,0.40982282895823013
AQUA_MODIS.20230212.L3m.DAY.CHL.chlor_a.4km.nc,2023-02-12,6132,0.4372624209522924
AQUA_MODIS.20230213.L3m.DAY.CHL.chlor_a.4km.nc,2023-02-13,6154,0.217244231500316
AQUA_MODIS.20230214.L3m.DAY.CHL.chlor_a.4km.nc,2023-02-14,6090,0.4655588740190583
AQUA_MODIS.20230215.L3m.DAY.CHL.chlor_a.4km.nc,2023-02-15,6066,0.570728730836667
AQUA_MODIS.20230216.L3m.DAY.CHL.chlor_a.4km.nc,2023-02-16,6053,0.15592538556874624
AQUA_MODIS.20230217.L3m.DAY.CHL.chlor_a.4km.nc,2023-02-17,6043,0.28000038487943146
AQUA_MODIS.20230218.L3m.DAY.CHL.chlor_a.4km.nc,2023-02-18,6063,0.39117402066723195
AQUA_MODIS.20230219.L3m.DAY.CHL.chlor_a.4km.nc,2023-02-19,6081,0.352307845119719
AQUA_MODIS.20230220.L3m.DAY.CHL.chlor_a.4km.nc,2023-02-20,6060,0.4945025478623759
AQUA_MODIS.20230221.L3m.DAY.CHL.chlor_a.4km.nc,2023-02-21,5961,1.2224229275823353
AQUA_MODIS.20230222.L3m.DAY.CHL.chlor_a.4km.nc,2023-02-22,5933,0.44424138414381126
AQUA_MODIS.20230223.L3m.DAY.CHL.chlor_a.4km.nc,2023-02-23,5929,0.4183361888309923
AQUA_MODIS.20230224.L3m.DAY.CHL.chlor_a.4km.nc,2023-02-24,5937,0.1454805910170943
AQUA_MODIS.20230225.L3m.DAY.CHL.chlor_a.4km.nc,2023-02-25,5960,0.23350990867727406
AQUA_MODIS.20230226.L3m.DAY.CHL.chlor_a.4km.nc,2023-02-26,6005,0.5805804113109031
AQUA_MODIS.20230227.L3m.DAY.CHL.chlor_a.4km.nc,2023-02-27,5916,0.28634106821103017
AQUA_MODIS.20230228.L3m.DAY.CHL.chlor_a.4km.nc,2023-02-28,5821,0.15250914409174623
AQUA_MODIS.20230301.L3m.DAY.CHL.chlor_a.4km.nc,2023-03-01,5933,0.298098254920012
AQUA_MODIS.20230302.L3m.DAY.CHL.chlor_a.4km.nc,2023-03-02,6011,0.3663787932210399
AQUA_MODIS.20230303.L3m.DAY.CHL.chlor_a.4km.nc,2023-03-03,6068,0.5313419117647059
AQUA_MODIS.20230304.L3m.DAY.CHL.chlor_a.4km.nc,2023-03-04,6064,0.44993160265789145
AQUA_MODIS.20230305.L3m.DAY.CHL.chlor_a.4km.nc,2023-03-05,6087,0.19792765049846625
AQUA_MODIS.20230306.L3m.DAY.CHL.chlor_a.4km.nc,2023-03-06,6102,0.238015609511947
AQUA_MODIS.20230307.L3m.DAY.CHL.chlor_a.4km.nc,2023-03-07,6152,2.173464600206296
AQUA_MODIS.20230308.L3m.DAY.CHL.chlor_a.4km.nc,2023-03-08,6186,0.1214993880931909
AQUA_MODIS.20230309.L3m.DAY.CHL.chlor_a.4km.nc,2023-03-09,6208,0.6790692305284247
AQUA_MODIS.20230310.L3m.DAY.CHL.chlor_a.4km.nc,2023-03-10,6223,0.41087017121397024
AQUA_MODIS.20230311.L3m.DAY.CHL.chlor_a.4km.nc,2023-03-11,6212,0.38768106989105605
AQUA_MODIS.20230312.L3m.DAY.CHL.chlor_a.4km.nc,2023-03-12,6232,0.4647369147424265
AQUA_MODIS.20230313.L3m.DAY.CHL.chlor_a.4km.nc,2023-03-13,6219,0.1915786218681305
AQUA_MODIS.20230314.L3m.DAY.CHL.chlor_a.4km.nc,2023-03-14,6179,0.4565969644303456
AQUA_MODIS.20230315.L3m.DAY.CHL.chlor_a.4km.nc,2023-03-15,6060,0.19338364078741824
AQUA_MODIS.20230316.L3m.DAY.CHL.chlor_a.4km.nc,2023-03-16,6026,0.35505185338788137
AQUA_MODIS.20230317.L3m.DAY.CHL.chlor_a.4km.nc,2023-03-17,6061,0.5313694939176762
AQUA_MODIS.20230318.L3m.DAY.CHL.chlor_a.4km.nc,2023-03-18,6027,0.8098416684278801
AQUA_MODIS.20230319.L3m.DAY.CHL.chlor_a.4km.nc,2023-03-19,6037,0.17328727921195652
AQUA_MODIS.20230320.L3m.DAY.CHL.chlor_a.4km.nc,2023-03-20,6014,0.3291758329971977
AQUA_MODIS.20230321.L3m.DAY.CHL.chlor_a.4km.nc,2023-03-21,5971,0.6443088091724113
AQUA_MODIS.20230322.L3m.DAY.CHL.chlor_a.4km.nc,2023-03-22,5961,0.3565737516983696
AQUA_MODIS.20230323.L3m.DAY.CHL.chlor_a.4km.nc,2023-03-23,5852,0.5374969729194744
AQUA_MODIS.20230324.L3m.DAY.CHL.chlor_a.4km.nc,2023-03-24,5881,0.3898743082365473
AQUA_MODIS.20230325.L3m.DAY.CHL.chlor_a.4km.nc,2023-03-25,5915,0.8513704461566473
AQUA_MODIS.20230326.L3m.DAY.CHL.chlor_a.4km.nc,2023-03-26,5995,2.5507407352842133
AQUA_MODIS.20230327.L3m.DAY.CHL.chlor_a.4km.nc,2023-03-27,6028,0.27331742580581764
AQUA_MODIS.20230328.L3m.DAY.CHL.chlor_a.4km.nc,2023-03-28,6059,0.36803306494684024
AQUA_MODIS.20230329.L3m.DAY.CHL.chlor_a.4km.nc,2023-03-29,6056,0.19384064861820618
AQUA_MODIS.20230330.L3m.DAY.CHL.chlor_a.4km.nc,2023-03-30,6057,0.43605003920681956
AQUA_MODIS.20230331.L3m.DAY.CHL.chlor_a.4km.nc,2023-03-31,6050,0.1962820963109655
AQUA_MODIS.20230401.L3m.DAY.CHL.chlor_a.4km.nc,2023-04-01,6077,0.6691447450583013
AQUA_MODIS.20230402.L3m.DAY.CHL.chlor_a.4km.nc,2023-04-02,6106,0.810586864108468
AQUA_MODIS.20230403.L3m.DAY.CHL.chlor_a.4km.nc,2023-04-03,6117,0.3979991863725523
AQUA_MODIS.20230404.L3m.DAY.CHL.chlor_a.4km.nc,2023-04-04,6126,0.48767805189626656
AQUA_MODIS.20230405.L3m.DAY.CHL.chlor_a.4km.nc,2023-04-05,6148,0.2813735394300465
AQUA_MODIS.20230406.L3m.DAY.CHL.chlor_a.4km.nc,2023-04-06,6167,0.35435405494817646
AQUA_MODIS.20230407.L3m.DAY.CHL.chlor_a.4km.nc,2023-04-07,6206,0.2925664787898508
AQUA_MODIS.20230408.L3m.DAY.CHL.chlor_a.4km.nc,2023-04-08,6239,0.5286590774337967
AQUA_MODIS.20230409.L3m.DAY.CHL.chlor_a.4km.nc,2023-04-09,6257,0.32812787827287226
AQUA_MODIS.20230410.L3m.DAY.CHL.chlor_a.4km.nc,2023-04-10,6263,0.38956687497812237
AQUA_MODIS.20230411.L3m.DAY.CHL.chlor_a.4km.nc,2023-04-11,6231,0.2960156026772287
AQUA_MODIS.20230412.L3m.DAY.CHL.chlor_a.4km.nc,2023-04-12,6222,0.2352637796058613
AQUA_MODIS.20230413.L3m.DAY.CHL.chlor_a.4km.nc,2023-04-13,6223,0.48213006450954093
AQUA_MODIS.20230414.L3m.DAY.CHL.chlor_a.4km.nc,2023-04-14,6187,0.09888564215766059
AQUA_MODIS.20230415.L3m.DAY.CHL.chlor_a.4km.nc,2023-04-15,6141,0.6094580173960378
AQUA_MODIS.20230416.L3m.DAY.CHL.chlor_a.4km.nc,2023-04-16,6156,0.43357811147478903
AQUA_MODIS.20230417.L3m.DAY.CHL.chlor_a.4km.nc,2023-04-17,6151,0.37906676190443817
AQUA_MODIS.20230418.L3m.DAY.CHL.chlor_a.4km.nc,2023-04-18,6088,0.7900080066199542
AQUA_MODIS.20230419.L3m.DAY.CHL.chlor_a.4km.nc,2023-04-19,6028,0.3055685805671776
AQUA_MODIS.20230420.L3m.DAY.CHL.chlor_a.4km.nc,2023-04-20,6071,0.6891265618279249
AQUA_MODIS.20230421.L3m.DAY.CHL.chlor_a.4km.nc,2023-04-21,6087,0.6129156370863773
AQUA_MODIS.20230422.L3m.DAY.CHL.chlor_a.4km.nc,2023-04-22,6104,0.7532137754445403
AQUA_MODIS.20230423.L3m.DAY.CHL.chlor_a.4km.nc,2023-04-23,6118,0.5067993487596378
AQUA_MODIS.20230424.L3m.DAY.CHL.chlor_a.4km.nc,2023-04-24,5915,0.7600589323443369
AQUA_MODIS.20230425.L3m.DAY.CHL.chlor_a.4km.nc,2023-04-25,6000,0.6283173327084329
AQUA_MODIS.20230426.L3m.DAY.CHL.chlor_a.4km.nc,2023-04-26,6078,0.22544467401900017
AQUA_MODIS.20230427.L3m.DAY.CHL.chlor_a.4km.nc,2023-04-27,6126,0.4454065894127259
AQUA_MODIS.20230428.L3m.DAY.CHL.chlor_a.4km.nc,2023-04-28,6127,0.22821913523992576
AQUA_MODIS.20230429.L3m.DAY.CHL.chlor_a.4km.nc,2023-04-29,6143,0.7743114033175881
AQUA_MODIS.20230430.L3m.DAY.CHL.chlor_a.4km.nc,2023-04-30,6153,0.43309800494092765
AQUA_MODIS.20230501.L3m.DAY.CHL.chlor_a.4km.nc,2023-05-01,6160,0.24185122400368453
AQUA_MODIS.20230502.L3m.DAY.CHL.chlor_a.4km.nc,2023-05-02,6172,0.4542150025019899
AQUA_MODIS.20230503.L3m.DAY.CHL.chlor_a.4km.nc,2023-05-03,6193,0.3047556207039206
AQUA_MODIS.20230504.L3m.DAY.CHL.chlor_a.4km.nc,2023-05-04,6199,0.35748917991549123
AQUA_MODIS.20230505.L3m.DAY.CHL.chlor_a.4km.nc,2023-05-05,6219,0.2837098584369012
AQUA_MODIS.20230506.L3m.DAY.CHL.chlor_a.4km.nc,2023-05-06,6209,0.6617679407100866
AQUA_MODIS.20230507.L3m.DAY.CHL.chlor_a.4km.nc,2023-05-07,6145,0.36609367044297353
AQUA_MODIS.20230508.L3m.DAY.CHL.chlor_a.4km.nc,2023-05-08,5999,0.27202695667459975
AQUA_MODIS.20230509.L3m.DAY.CHL.chlor_a.4km.nc,2023-05-09,5996,0.3978744302535372
AQUA_MODIS.20230510.L3m.DAY.CHL.chlor_a.4km.nc,2023-05-10,5828,0.4261468016636305
AQUA_MODIS.20230511.L3m.DAY.CHL.chlor_a.4km.nc,2023-05-11,5813,0.8858067666330646
AQUA_MODIS.20230512.L3m.DAY.CHL.chlor_a.4km.nc,2023-05-12,5863,0.5705729824450619
AQUA_MODIS.20230513.L3m.DAY.CHL.chlor_a.4km.nc,2023-05-13,5906,0.723777107092805
AQUA_MODIS.20230514.L3m.DAY.CHL.chlor_a.4km.nc,2023-05-14,6005,0.5188234470491585
AQUA_MODIS.20230515.L3m.DAY.CHL.chlor_a.4km.nc,2023-05-15,6042,0.719107229278603
AQUA_MODIS.20230516.L3m.DAY.CHL.chlor_a.4km.nc,2023-05-16,6069,0.529107442210842
AQUA_MODIS.20230517.L3m.DAY.CHL.chlor_a.4km.nc,2023-05-17,6097,0.28041443497602647
AQUA_MODIS.20230518.L3m.DAY.CHL.chlor_a.4km.nc,2023-05-18,6134,0.4694087015693889
AQUA_MODIS.20230519.L3m.DAY.CHL.chlor_a.4km.nc,2023-05-19,6131,0.5184454436800373
AQUA_MODIS.20230520.L3m.DAY.CHL.chlor_a.4km.nc,2023-05-20,6076,0.7864105284565324
AQUA_MODIS.20230521.L3m.DAY.CHL.chlor_a.4km.nc,2023-05-21,6069,0.30333685874938965
AQUA_MODIS.20230522.L3m.DAY.CHL.chlor_a.4km.nc,2023-05-22,6077,1.5075955263584941
AQUA_MODIS.20230523.L3m.DAY.CHL.chlor_a.4km.nc,2023-05-23,6125,0.563320987520497
AQUA_MODIS.20230524.L3m.DAY.CHL.chlor_a.4km.nc,2023-05-24,6155,0.30463234168135317
AQUA_MODIS.20230525.L3m.DAY.CHL.chlor_a.4km.nc,2023-05-25,6177,0.49827293616891705
AQUA_MODIS.20230526.L3m.DAY.CHL.chlor_a.4km.nc,2023-05-26,6234,0.20777534780868048
AQUA_MODIS.20230527.L3m.DAY.CHL.chlor_a.4km.nc,2023-05-27,6254,0.9133655914632451
AQUA_MODIS.20230528.L3m.DAY.CHL.chlor_a.4km.nc,2023-05-28,6241,0.4637726766655272
AQUA_MODIS.20230529.L3m.DAY.CHL.chlor_a.4km.nc,2023-05-29,6240,0.4135196220385755
AQUA_MODIS.20230530.L3m.DAY.CHL.chlor_a.4km.nc,2023-05-30,6206,1.1661933957764299
AQUA_MODIS.20230531.L3m.DAY.CHL.chlor_a.4km.nc,2023-05-31,6178,0.30675891655450876
AQUA_MODIS.20230601.L3m.DAY.CHL.chlor_a.4km.nc,2023-06-01,6198,0.6564135124711211
AQUA_MODIS.20230602.L3m.DAY.CHL.chlor_a.4km.nc,2023-06-02,6163,0.5677072815975901
AQUA_MODIS.20230603.L3m.DAY.CHL.chlor_a.4km.nc,2023-06-03,6161,0.7770644674200325
AQUA_MODIS.20230604.L3m.DAY.CHL.chlor_a.4km.nc,2023-06-04,6129,0.36686438085272416
AQUA_MODIS.20230605.L3m.DAY.CHL.chlor_a.4km.nc,2023-06-05,6115,0.46750604829261433
AQUA_MODIS.20230606.L3m.DAY.CHL.chlor_a.4km.nc,2023-06-06,6118,0.8170822725767771
AQUA_MODIS.20230607.L3m.DAY.CHL.chlor_a.4km.nc,2023-06-07,6132,0.412517660635489
AQUA_MODIS.20230608.L3m.DAY.CHL.chlor_a.4km.nc,2023-06-08,6118,0.9055409902288196
AQUA_MODIS.20230609.L3m.DAY.CHL.chlor_a.4km.nc,2023-06-09,6149,0.3098352490695462
AQUA_MODIS.20230610.L3m.DAY.CHL.chlor_a.4km.nc,2023-06-10,6167,0.7208752498448452
AQUA_MODIS.20230611.L3m.DAY.CHL.chlor_a.4km.nc,2023-06-11,6104,0.4340117348034258
AQUA_MODIS.20230612.L3m.DAY.CHL.chlor_a.4km.nc,2023-06-12,6090,2.0981124645562343
AQUA_MODIS.20230613.L3m.DAY.CHL.chlor_a.4km.nc,2023-06-13,6074,0.45559543188826634
AQUA_MODIS.20230614.L3m.DAY.CHL.chlor_a.4km.nc,2023-06-14,6111,0.7949090913133181
AQUA_MODIS.20230615.L3m.DAY.CHL.chlor_a.4km.nc,2023-06-15,6125,0.5952247937425083
AQUA_MODIS.20230616.L3m.DAY.CHL.chlor_a.4km.nc,2023-06-16,6093,0.7974993700180739
AQUA_MODIS.20230617.L3m.DAY.CHL.chlor_a.4km.nc,2023-06-17,6078,0.5498890054636988
AQUA_MODIS.20230618.L3m.DAY.CHL.chlor_a.4km.nc,2023-06-18,6084,0.363444468343884
AQUA_MODIS.20230619.L3m.DAY.CHL.chlor_a.4km.nc,2023-06-19,6099,0.8674085022973232
AQUA_MODIS.20230620.L3m.DAY.CHL.chlor_a.4km.nc,2023-06-20,6104,0.44571810055892747
AQUA_MODIS.20230621.L3m.DAY.CHL.chlor_a.4km.nc,2023-06-21,6101,0.3676842026061815
AQUA_MODIS.20230622.L3m.DAY.CHL.chlor_a.4km.nc,2023-06-22,6096,0.5633725992838542
AQUA_MODIS.20230623.L3m.DAY.CHL.chlor_a.4km.nc,2023-06-23,6098,0.7050724091850046
AQUA_MODIS.20230624.L3m.DAY.CHL.chlor_a.4km.nc,2023-06-24,6063,2.7333852042139104
AQUA_MODIS.20230625.L3m.DAY.CHL.chlor_a.4km.nc,2023-06-25,6052,0.41920843631470817
AQUA_MODIS.20230626.L3m.DAY.CHL.chlor_a.4km.nc,2023-06-26,6000,0.3503717431104745
AQUA_MODIS.20230627.L3m.DAY.CHL.chlor_a.4km.nc,2023-06-27,5968,0.26918318535414887
AQUA_MODIS.20230628.L3m.DAY.CHL.chlor_a.4km.nc,2023-06-28,5978,0.43268905887867326
AQUA_MODIS.20230629.L3m.DAY.CHL.chlor_a.4km.nc,2023-06-29,6014,0.6889841066946988
AQUA_MODIS.20230630.L3m.DAY.CHL.chlor_a.4km.nc,2023-06-30,6014,0.3049311957482471
AQUA_MODIS.20230701.L3m.DAY.CHL.chlor_a.4km.nc,2023-07-01,6008,0.8992576914385331
AQUA_MODIS.20230702.L3m.DAY.CHL.chlor_a.4km.nc,2023-07-02,6023,0.23888756574710177
AQUA_MODIS.20230703.L3m.DAY.CHL.chlor_a.4km.nc,2023-07-03,5987,0.35517144919900573
AQUA_MODIS.20230704.L3m.DAY.CHL.chlor_a.4km.nc,2023-07-04,5989,0.7831801050345458
AQUA_MODIS.20230705.L3m.DAY.CHL.chlor_a.4km.nc,2023-07-05,5996,0.22247473097798712
AQUA_MODIS.20230706.L3m.DAY.CHL.chlor_a.4km.nc,2023-07-06,6009,0.4127509613284416
AQUA_MODIS.20230707.L3m.DAY.CHL.chlor_a.4km.nc,2023-07-07,5982,0.8545351604044802
AQUA_MODIS.20230708.L3m.DAY.CHL.chlor_a.4km.nc,2023-07-08,6025,0.19884088304307726
AQUA_MODIS.20230709.L3m.DAY.CHL.chlor_a.4km.nc,2023-07-09,6024,0.4198106532358419
AQUA_MODIS.20230710.L3m.DAY.CHL.chlor_a.4km.nc,2023-07-10,6031,0.33947141956310795
AQUA_MODIS.20230711.L3m.DAY.CHL.chlor_a.4km.nc,2023-07-11,6028,0.5523113440104643
AQUA_MODIS.20230712.L3m.DAY.CHL.chlor_a.4km.nc,2023-07-12,6065,0.33603028993348816
AQUA_MODIS.20230713.L3m.DAY.CHL.chlor_a.4km.nc,2023-07-13,6094,0.8814746340526648
AQUA_MODIS.20230714.L3m.DAY.CHL.chlor_a.4km.nc,2023-07-14,6123,0.8242230443520682
AQUA_MODIS.20230715.L3m.DAY.CHL.chlor_a.4km.nc,2023-07-15,6011,0.5166530655313635
AQUA_MODIS.20230716.L3m.DAY.CHL.chlor_a.4km.nc,2023-07-16,6033,1.1438092372214148
AQUA_MODIS.20230717.L3m.DAY.CHL.chlor_a.4km.nc,2023-07-17,5967,0.401058189057607
AQUA_MODIS.20230718.L3m.DAY.CHL.chlor_a.4km.nc,2023-07-18,5996,0.6371126022582618
AQUA_MODIS.20230719.L3m.DAY.CHL.chlor_a.4km.nc,2023-07-19,6024,0.5311108878733112
AQUA_MODIS.20230720.L3m.DAY.CHL.chlor_a.4km.nc,2023-07-20,6075,0.5583312526700662
AQUA_MODIS.20230721.L3m.DAY.CHL.chlor_a.4km.nc,2023-07-21,6075,0.33949462780729533
AQUA_MODIS.20230722.L3m.DAY.CHL.chlor_a.4km.nc,2023-07-22,6054,0.2853694186908731
AQUA_MODIS.20230723.L3m.DAY.CHL.chlor_a.4km.nc,2023-07-23,6039,0.3173277332786863
AQUA_MODIS.20230724.L3m.DAY.CHL.chlor_a.4km.nc,2023-07-24,6060,0.34688897155472453
AQUA_MODIS.20230725.L3m.DAY.CHL.chlor_a.4km.nc,2023-07-25,6056,0.636305485185136
AQUA_MODIS.20230726.L3m.DAY.CHL.chlor_a.4km.nc,2023-07-26,6012,0.45160965753162263
AQUA_MODIS.20230727.L3m.DAY.CHL.chlor_a.4km.nc,2023-07-27,5973,0.2917274897790387
AQUA_MODIS.20230728.L3m.DAY.CHL.chlor_a.4km.nc,2023-07-28,5949,0.36166413719685936
AQUA_MODIS.20230729.L3m.DAY.CHL.chlor_a.4km.nc,2023-07-29,5967,0.4327608098666043
AQUA_MODIS.20230730.L3m.DAY.CHL.chlor_a.4km.nc,2023-07-30,5965,0.37497336226577327
AQUA_MODIS.20230731.L3m.DAY.CHL.chlor_a.4km.nc,2023-07-31,5997,0.253058562374498
AQUA_MODIS.20230801.L3m.DAY.CHL.chlor_a.4km.nc,2023-08-01,5986,0.47238756431357665
AQUA_MODIS.20230802.L3m.DAY.CHL.chlor_a.4km.nc,2023-08-02,5840,0.46847357257999167
AQUA_MODIS.20230803.L3m.DAY.CHL.chlor_a.4km.nc,2023-08-03,5863,1.4316805510864627
AQUA_MODIS.20230804.L3m.DAY.CHL.chlor_a.4km.nc,2023-08-04,5825,0.2783225368738824
AQUA_MODIS.20230805.L3m.DAY.CHL.chlor_a.4km.nc,2023-08-05,5789,0.43815728335711845
AQUA_MODIS.20230806.L3m.DAY.CHL.chlor_a.4km.nc,2023-08-06,5808,0.5724594986484078
AQUA_MODIS.20230807.L3m.DAY.CHL.chlor_a.4km.nc,2023-08-07,5795,0.30203218261674
AQUA_MODIS.20230808.L3m.DAY.CHL.chlor_a.4km.nc,2023-08-08,5814,0.47515120781276426
AQUA_MODIS.20230809.L3m.DAY.CHL.chlor_a.4km.nc,2023-08-09,5819,0.3763814233693129
AQUA_MODIS.20230810.L3m.DAY.CHL.chlor_a.4km.nc,2023-08-10,5875,0.47307718662125064
AQUA_MODIS.20230811.L3m.DAY.CHL.chlor_a.4km.nc,2023-08-11,5920,
AQUA_MODIS.20230812.L3m.DAY.CHL.chlor_a.4km.nc,2023-08-12,5963,0.20492950972879054
AQUA_MODIS.20230813.L3m.DAY.CHL.chlor_a.4km.nc,2023-08-13,5977,0.2984650494843466
AQUA_MODIS.20230814.L3m.DAY.CHL.chlor_a.4km.nc,2023-08-14,5980,0.24896359261994705
AQUA_MODIS.20230815.L3m.DAY.CHL.chlor_a.4km.nc,2023-08-15,5987,0.49635918249314037
AQUA_MODIS.20230816.L3m.DAY.CHL.chlor_a.4km.nc,2023-08-16,6011,0.35215973714106374
AQUA_MODIS.20230817.L3m.DAY.CHL.chlor_a.4km.nc,2023-08-17,6026,0.1620346705118815
AQUA_MODIS.20230818.L3m.DAY.CHL.chlor_a.4km.nc,2023-08-18,6041,0.25338818162058985
AQUA_MODIS.20230819.L3m.DAY.CHL.chlor_a.4km.nc,2023-08-19,6025,0.2897123702124339
AQUA_MODIS.20230820.L3m.DAY.CHL.chlor_a.4km.nc,2023-08-20,5943,0.3640033463786419
AQUA_MODIS.20230821.L3m.DAY.CHL.chlor_a.4km.nc,2023-08-21,5940,0.291005131539957
AQUA_MODIS.20230822.L3m.DAY.CHL.chlor_a.4km.nc,2023-08-22,5960,0.6037587151591369
AQUA_MODIS.20230823.L3m.DAY.CHL.chlor_a.4km.nc,2023-08-23,5975,0.34945438685042135
AQUA_MODIS.20230824.L3m.DAY.CHL.chlor_a.4km.nc,2023-08-24,5996,0.6787345142571074
AQUA_MODIS.20230825.L3m.DAY.CHL.chlor_a.4km.nc,2023-08-25,6011,0.7140654056654147
AQUA_MODIS.20230826.L3m.DAY.CHL.chlor_a.4km.nc,2023-08-26,5980,0.33115459117251805
AQUA_MODIS.20230827.L3m.DAY.CHL.chlor_a.4km.nc,2023-08-27,5970,0.5257757885057036
AQUA_MODIS.20230828.L3m.DAY.CHL.chlor_a.4km.nc,2023-08-28,5990,0.3401019569247277
AQUA_MODIS.20230829.L3m.DAY.CHL.chlor_a.4km.nc,2023-08-29,5974,0.6649176221375072
AQUA_MODIS.20230830.L3m.DAY.CHL.chlor_a.4km.nc,2023-08-30,5970,0.26950820914599105
AQUA_MODIS.20230831.L3m.DAY.CHL.chlor_a.4km.nc,2023-08-31,5959,0.38930866177908885
